cleaned_text,sentiment
"of the price , kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .",positive
olvi has posted a strong set of figures for the first six months of this year .,positive
operating profit improved by 27 % to eur 579.8 mn from eur 457.2 mn in 2006 .,positive
our standardised services have met with a positive reception among our customers as well as at itella .,positive
performance in the second half of 2009 exceeded expectations .,positive
ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,positive
"ragutis , which is based in lithuania 's second-largest city kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters .",positive
"raisio 's bid to buy glisten is a `` win-win '' deal for both companies , the chairman of the uk snacks firm told just-food today 10 february .",positive
stora enso owns 43 percent of bergvik and earns therefore sek 1.5 bn on the value appreciation .,positive
talvivaara also maintains its assumption of turning cash flow positive before the year end .,positive
"thanksto improvements in demand and the adjustments we have made , theutilization rates of cramo 's fleet have substantiallyimproved . ''",positive
the acquisition is expected to improve access to chrome ore resources in turkey .,positive
the aim is an annual improvement in ruukki construction 's operating profit of more than eur 3 million usd 4.1 m starting in 2009 .,positive
"the company estimates that the trend in demand for sports equipment will be steady in 2006 , '' amer 's report said .",positive
the estimated synergy benefits are at least eur7m annually .,positive
the goal will be achieved via organic growth possibly supplemented by acquisitions .,neutral
the group 's business is balanced by its broad portfolio of sports and presence in all major markets .,positive
the group 's business is balanced by its broad portfolio of sports and presence in all major markets .,neutral
the objective of the planned measures is to achieve significant savings in the next few years .,positive
the rebuilds are designed to improve the machines ' performance and product quality .,positive
"the transaction will have a positive impact of around eur2m on earnings , which ruukki will recognize during the fourth quarter of this year .",positive
"when the situation normalises , the company will be able to increase the amount of residential units for sale in st petersburg and moscow , in particular .",positive
"` this is a repeat order to follow successfully installed 159 elevators in the same delhi metro system , ' kone spokeswoman told thomson financial news .",positive
"`` our customers now have the chance to make bookings for all the services they want at one location , '' said mikko tuomainen , in-charge of finnair 's internet ( sales ) .",positive
`` stonesoft sees great promise in the future of ipv6 .,positive
`` the combined activities will create value for shareholders and be good for our employees and customers .,positive
`` the trend in the sports and leisure markets was favorable in the first months of the year .,positive
"`` we continued actively to focus r&d and to position our offering away from point solutions towards dynamic end-to-end solutions , '' ervio stated .",positive
16 february 2011 - finnish industrial machinery company metso oyj ( hel : meo1v ) said today it will deliver minerals processing equipment and basic engineering to canadian miner northland resources ( osl : naur ) ( tse : nau ) .,positive
27 january 2011 - finnish it solutions provider affecto oyj ( hel : afe1v ) said today it has won a eur1 .2 m ( usd1 .6 m ) contract from state-owned lithuanian social insurance institution ( sodra ) .,positive
"according to finnish pension insurance company varma , varma was the recipient of over two thirds of the revenue of the earnings-related pension cover that was under competitive tendering in finland .",positive
finnish construction group lemmink+æinen has been awarded two road building contracts by the lithuanian transport administration .,positive
"finnish construction group yit has been awarded a contract to install heating , air conditioning and cooling systems to the new head office of the automobile association adac in munich in germany .",positive
"finnish flexible packaging manufacturer suominen corporation reports net sales of eur 54.5 mn in the first quarter of 2008 , compared with eur 54.3 mn a year earlier .",positive
finnish forest machinery manufacturer ponsse has agreed with volvo on the start of cooperation in latin america .,positive
"finnish metso paper has been awarded a contract for the rebuild of sabah forest industries ' ( sfi ) pulp mill in sabah , malaysia .",positive
"finnish metso paper has won an order to supply an uncoated fine paper machine to mcc paper yinhe , in china .",positive
finnish outokumpu technology has been awarded several new grinding technology contracts .,positive
finnish rautaruukki has been awarded a contract to supply and install steel superstructures for the partihallsf+¦rbindelsen bridge in gothenburg in sweden .,positive
"lule+_ municipality has awarded yit a 2-year contract , for property management of about one third of the municipality 's properties , with a total area of 140,000 sq. metres .",positive
"the shopping center to be opened in st. petersburg , russia in november 2010 will turn the cash flow of finnish department store chain stockmann 's russian operations positive for the first time in 2011 .",positive
